island,island_id,kb_id,bag_id,sex,gravid,morph,capture_temp,substrate_temp,time_of_capture,scars,ticks,mites,mass,svl,head_length,head_width,head_depth,bicep_length,forearm_length,hand_finger_length,femur_length,tibia_length,toe,autotomy,total % veg cover,% RHumidity,Air temp,% shrub cover,% herbaceous veg,% tree cover
ios,155,,A8,m,na,y,33.9,34.1,10:20,4,0,0,6.6,62.56,17.25,10.13,7.73,7.36,7.29,8.14,14.43,11.57,16.61,1,0,39.5,32,0,0,0
ios,156,,B3,m,na,w,30.2,30.8,10:22,6,0,0,6.3,61.36,16.35,9.12,7.1,6.72,6.6,7.77,14.25,10.29,16.6,0,0,44.8,30.5,0,0,0
ios,157,,A7,f,na,w,33.1,45.5,10:35,5,0,0,7.5,63.48,15.04,8.18,6.7,6.19,6.36,7.86,10.89,10.81,16.37,1,0,42.1,31.9,0,0,0
ios,158,,A6,m,na,w,30.5,29.5,10:31,21,0,22,7,64.67,17.96,9.79,7.1,6.89,6.9,8.61,14.66,10.69,,1,10,38.3,34.3,10,0,0
ios,159,,G8,m,na,o,34.3,39.4,10:54,2,0,118,7.2,64.83,18.39,10.37,7.54,6.91,6.89,8.57,13.9,11.59,16.45,1,5,38.5,34.1,0,5,0
ios,160,,G2,m,na,w,31.4,38.9,10:47,4,0,55,10.6,71.2,18.74,10.77,7.77,8.25,8,9.33,15.52,11.72,17.79,1,0,37,34.6,0,0,0
ios,161,,D9,m,na,w,34.3,36.7,11:08,7,0,6,7,60.06,17.34,8.96,7.11,6.84,6.82,7.66,13.3,12.41,17.68,1,50,37.5,33.8,0,50,0
ios,162,,A9,m,na,o,38.8,36.4,11:28,1,0,221,7.7,65.42,17.7,9.92,7.05,7.07,7.14,8.45,14.56,11.85,17.78,0,2,39.5,34.8,0,2,0
ios,163,,B5,m,na,w,30.2,33.8,11:25,13,0,7,9.1,64.63,18.8,10.39,7.56,7.79,7.81,,15.64,12.03,18.48,1,50,38.2,35.4,0,50,0
ios,164,,G7,m,na,w,31.4,35.3,11:47,6,0,24,10,70.2,19.64,9.87,7.99,6.98,7.16,9.08,15.74,11.63,17.82,1,13,38,34,0,13,0
ios,165,,D8,m,na,w,36,35,11:37,3,0,0,6.7,61.45,17.12,9.01,6.89,6.94,6.92,8.27,14.05,10.85,17.34,0,55,35,35.5,0,55,0
ios,166,,B6,f,n,w,37.2,41.3,11:59,3,0,4,4.6,58.42,14.37,7.49,5.57,6.08,5.8,7.33,11.16,10.14,15.46,1,20,37.5,34,0,20,0
ios,167,,A10,m,na,w,33.1,33.5,12:03,8,0,14,6.1,58.68,16.44,8.93,6.49,6.44,6.37,8.12,13.44,10.54,15.74,1,,,,,,
ios,168,,G6,m,na,w,35.2,34.6,10:43,8,0,15,10.5,71.3,18.64,10.79,7.99,7.67,7.66,9.37,15.29,11.53,17.66,0,,48.1,29,0,50,0
ios,169,,A1,m,na,w,31.5,31.3,9:33,5,0,14,7.7,63.42,17.23,9.58,7.41,7.26,7.44,8.44,14.27,11.03,18.09,1,,49.2,28,0,10,0
ios,170,,C1,m,na,w,28.1,27.1,9:40,4,0,30,8.2,67.67,18.91,10.75,7.45,7.79,7.84,8.89,15.31,11.68,17.84,0,,,,,,
ios,171,,A2,m,na,w,30.2,31.2,9:43,6,0,44,8,66.65,19.03,10.21,7.59,7.97,7.48,8.02,13.74,11.89,18.3,1,,,,,,
ios,172,,G5,m,na,w,33.2,41.1,9:49,6,0,53,7.9,73.92,10.68,7.76,7.73,7.79,7.91,8.76,14.77,12.47,18.59,1,,,,,,
ios,173,,C2,m,na,w,31.6,30.4,9:50,7,0,9,8.6,68.6,18.99,10.5,8.02,7.88,6.77,,14.28,11.9,17.8,1,,35.3,30.8,0,25,0
ios,174,,C3,m,na,w,32.7,29.7,10:03,6,0,21,10.4,72.48,19.44,10.38,8.49,8.13,8,8.6,15.34,13.11,18.83,1,,40.3,29.4,0,50,0
ios,175,,A3,f,n,w,29.5,30.4,10:04,7,0,10,3.5,58.8,14.38,7.94,5.87,5.19,5.35,7.1,11.27,9.54,14.93,1,,38.3,33.8,0,60,0
ios,176,,A4,m,na,w,33.8,33.9,10:24,5,0,4,7.8,65.04,18.51,9.74,7.57,7.05,7.22,8.65,15.42,11.9,,1,,41.5,32,0,40,0
ios,177,,A5,m,na,w,32.5,26.9,10:32,5,0,33,8.3,67.96,18.71,10.77,8.47,7.34,7.36,8.76,14.9,11.67,18.61,1,,,,,,
ios,178,,B1,m,na,w,37.9,28.9,10:42,6,0,21,8.2,66.33,17.26,10.79,8.18,6.96,7.05,8.37,14.93,11.26,16.55,1,,,,,,
ios,179,,B2,f,y,w,34.2,33.7,10:42,18,0,25,5.7,61.08,15.35,8.57,6.44,6.46,6.32,7.22,11.42,9.59,15.62,1,,,,,,
ios,180,,C4,f,na,o,30.1,36.6,10:39,13,0,0,5.7,62.44,14.75,7.78,6.44,5.64,5.76,6.9,11.15,9.35,,1,,,,,,
ios,181,,C10,m,na,w,32.6,39.5,10:40,4,1,13,7.1,62.73,18.04,10.62,7.54,6.59,6.88,8.17,13.02,11.62,17.11,1,,40.5,31,0,0,0
ios,182,,C5,m,na,w,31,31.3,11:06,9,0,0,7.6,64.76,17.4,10.04,7.49,7.01,6.92,8.68,13.26,11.76,17.53,1,,41,33.3,0,30,0
ios,183,,B9,f,y,w,31.3,38,11:10,13,0,0,6.5,64.77,15.7,8.07,5.88,6.1,6.09,6.53,12.16,9.78,15.48,1,,,,,,
ios,184,,B11,f,y,w,34.5,25.4,11:30,9,0,12,5.3,64.22,14.14,7.6,5.85,5.66,6.45,6.82,11.21,8.79,15.61,1,,,,,,
ios,185,,C6,m,na,w,37.1,38.9,11:49,6,0,22,8.6,68.73,18.11,10.43,7.64,7.06,7.22,8.73,14.5,10.79,17.83,1,,,,,,
ios,186,,F6,m,na,o,26.5,23.3,8:49,4,0,28,9,65.93,17.71,9.75,7.1,7.11,7.13,8.44,13.35,11.43,,0,,,,,,
ios,187,,H1,m,na,w,27.3,28.5,9:06,5,0,24,6.8,61.14,17.3,9.99,7.3,6.48,6.6,7.26,13.53,10.63,16.35,1,,,,,,
ios,188,,H4,f,y,o,29.9,29.3,9:18,12,0,43,5.8,65.18,15.42,8.17,6.17,5.94,5.98,6.49,11.49,9.8,14.55,1,,,,,,
ios,189,,H2,m,na,w,30,30.4,9:20,10,0,13,8.1,67.13,,,,,,,,,,,,,,,,
ios,190,,H3,m,Na,o,28.4,30.4,9:34,2,0,138,6.8,60.44,16.83,9.14,7.28,6.28,6.52,8.01,13.27,10.3,16.78,1,,,,,,
ios,191,,H6,f,y,w,24.9,29.3,9:40,4,0,31,4.4,54.45,13.7,7.47,5.3,5.56,5.55,6.72,11.12,8.1,13.58,1,,,,,,
ios,192,,D3,m,na,w,29.9,29.7,9:45,7,0,18,7.3,62.41,17.07,9.93,7.42,7.85,6.89,7.68,13.37,10.85,17.39,1,,,,,,
ios,193,,D2,m,na,w,30.2,31.8,9:40,7,0,11,6.9,60.66,,,,,,,,,,,,,,,,
ios,194,,H7,m,na,w,29.5,32.5,9:20,,,,6.5,60.17,,,,,,,,,,,,,,,,
ios,195,,H8,f,n,w,30.8,31.5,9:23,8,0,5,5.7,61.83,,,,,,,,,,,,,,,,
ios,196,,D5,m,na,o,24.7,23.2,9:25,4,0,71,9.5,71.3,,,,,,,,,,,,,,,,
ios,197,,F2,f,y,w,31.4,23.5,9:30,21,0,3,5.3,61.43,15.1,7.53,6.27,6.33,6.3,8.2,10.88,9.69,14.97,0,,,,,,
ios,198,,D4,m,na,w,25,27.7,9:36,6,0,0,6.9,62.25,17,8.63,6.67,7.72,7.57,7.94,13.58,10.87,16.36,0,0,44.3,31.1,0,0,0
andros,199,,D9,m,na,w,35.7,30.9,8:40,11,0,44,,74.08,19.08,9.3,7.8,7.78,7.79,11.28,17.4,12.88,21.96,1,10,44,31.3,0,10,0
andros,200,,B1,m,na,w,33.5,19.2,8:43,,,,,,,,,,,,,,,,35,47,31.3,0,35,0
andros,201,,G2,m,na,w,33.7,30.1,8:44,5,3,5,9.4,70.3,19.25,10.25,8.7,7.44,7.83,10.5,16.9,12.73,20.59,1,20,46.8,31.3,0,20,0
andros,202,,G10,m,na,w,32.4,32.9,8:52,16,0,277,9.8,72.5,18.79,10.17,7.78,8.86,8.21,9.03,14.47,12.58,19.59,1,10,43,31.4,0,10,0
andros,203,,B2,m,na,w,25.7,35.5,8:54,8,0,22,7.7,63.06,17.69,9.11,6.43,7.37,7.36,9.88,14.57,11.26,19.44,1,15,39.8,33.4,0,15,0
andros,204,,D8,m,na,w,31.6,32.9,8:55,25,0,54,7.6,63.33,17.39,8.95,7.2,7.91,7.26,9.26,14.69,12.02,19.62,1,40,43.5,31,0,40,0
andros,205,,G9,m,na,w,30.9,25.9,8:57,6,0,13,8,65.27,17.74,9.5,7,7.19,7.43,8.82,14.76,11.69,19.04,1,40,43.5,31,0,40,0
andros,206,,H5,m,na,wy,,,,,,,10.6,,,,,,,,,,,,10,45.8,31.4,0,10,0
andros,207,,H9,m,na,wy,,,,,,,8.5,,,,,,,,,,,,20,41,32.8,0,20,0
andros,208,,G6,f,n,w,31.5,28.6,8:58,6,0,17,5.1,60.05,15.58,7.47,5.79,7,6.76,8.03,12.2,9.97,17.59,0,20,41.3,32,0,20,0
andros,209,,G7,m,na,w,37.2,36.2,9:05,16,0,0,8.2,77.04,17.85,9.07,6.24,6.92,7.18,9.67,15.2,11.55,18.18,1,50,42,34,0,30,20
andros,210,,B3,m,na,w,27,31.3,8:07,14,0,0,8.6,66.79,18.03,10.49,7.46,7.79,7.7,9.57,14.67,12.85,21.03,1,60,47.3,31.8,10,50,0
andros,211,,F1,m,na,o,34.2,28.7,9:10,7,0,13,10,73.82,19.57,10.16,8.11,8.12,8.26,9.4,15.24,13.08,20.15,1,,39.8,34.5,,,
andros,212,,D1,m,na,y,33.1,32.7,9:12,12,0,83,8.8,68.69,19.51,10.38,7.66,7.57,7.4,11.08,14.71,13.08,20.26,0,40,40.5,32.8,0,40,0
andros,213,,H10,m,na,wy,,,,,,,8,,,,,,,,,,,,0,45,31.1,0,0,0
andros,214,,G8,f,n,w,33.6,22.3,9:14,19,0,18,7.8,74.87,17.6,8.58,6.96,6.65,6.76,8.95,12.87,11.97,18.1,1,35,43,32,5,30,0
andros,215,,G3,m,na,w,34.7,31.3,9:24,9,0,25,9.2,71.31,18.97,10.15,7.49,7.83,7.54,9.88,15.64,12.67,20.08,1,,41,32,,,
andros,216,,B4,m,na,w,,,,7,0,29,9.7,65.95,17.8,8.58,6.6,7.46,7.26,9.43,13.2,12.22,19.98,0,,48.1,32.5,,,
andros,217,,B5,m,na,o,32.1,27.8,9:40,0,0,4,11.3,74.07,19.62,9.91,7.77,7.79,7.97,10,14.98,13.28,20.29,1,,41.5,33.6,,,
andros,218,,A6,m,na,w,,,,7,0,217,10.4,72.74,19.75,10.11,7.86,8.52,8.37,10.47,16.64,13.05,19.89,1,,48.8,30.1,,,
andros,219,,A7,m,na,o,,,,3,0,20,10.3,68.9,19.87,10.39,7.47,8.29,7.79,9.79,15.89,13.45,19.27,0,,,,10,80,0
andros,220,,C4,f,na,w,31.9,34.5,10:20,5,0,0,6.6,64.2,17,7.37,6.04,6.65,7.14,8.45,13.15,10.72,17.38,0,,,,,,
andros,221,,A1,m,na,w,34.9,32.3,10:41,4,1,3,8.4,66.66,18.55,10.05,7.65,8,7.77,10.19,14.45,12.77,20.93,1,,,,,,
andros,222,,G1,m,na,w,30.1,29.2,10:36,12,3,68,9.4,70.82,19.59,9.85,8.04,8.35,8.32,10,15.75,13.01,19.15,1,,,,,,
andros,223,,G5,m,na,w,34.5,32.2,10:43,4,0,10,8.2,71.31,19.94,10.76,7.52,8.2,8.19,9.96,15.57,12.72,20.42,1,,38.9,34.5,,,
andros,224,,G4,f,n,w,32.9,29.3,10:47,8,0,0,4.6,56.94,14.84,7.92,5.74,6.94,5.56,8.55,11.72,10.32,16.98,0,,54,24.3,25,5,0
andros,225,,D2,f,n,w,28.2,31.5,9:02,17,0,219,8.5,66.94,16.54,8.77,6.94,6.84,6.84,9.51,13.5,10.86,17.27,1,,52.3,24.4,0,5,0
andros,226,,B6,m,na,w,31.8,25.3,9:06,9,0,0,9.2,71.08,18.13,9.35,8.02,8.55,8.2,9.07,16.94,12.36,20.31,1,,51,25.4,15,0,0
andros,227,,D3,m,na,w,33.3,32.7,9:14,5,0,18,8,64.87,17.05,9.83,6.61,6.84,6.86,8.72,15.06,11.05,17.53,1,,52,23.9,10,0,0
andros,228,,A2,f,n,w,31.2,29.8,9:19,8,0,56,6.2,65.31,16.36,8.63,6.39,7.08,6.77,8.65,14.92,11.36,16.84,1,,,,0,0,5
andros,229,,A3,m,na,w,30.6,26.2,9:24,6,0,5,9.7,68.14,18.71,10.45,8.32,8.69,8.44,10.09,14.75,11.63,20.61,1,,45.8,26.4,0,5,0
andros,230,,B11,m,na,w,28.7,29.8,9:36,5,0,41,10.5,70.93,20.4,10.2,7.82,8.05,7.48,9.79,15.1,13.47,20.9,0,,44.1,26.1,0,0,0
andros,231,,F3,m,na,w,31.1,36.5,9:37,7,0,8,11.3,74.8,19.79,9.7,8.8,7.99,8.46,9.97,15.62,13.55,20.66,1,,45,27.5,40,10,0
andros,232,,E9,f,n,w,26.8,22.2,9:38,13,0,14,6.6,75.46,17.23,8.6,6.6,7.22,7.23,8.3,14.51,11.17,17.78,1,,42.1,27.4,25,0,0
andros,233,,A4,m,na,w,28.1,27.2,9:51,8,0,0,10.1,73.9,19.26,10.3,8.27,7.77,8.32,9.68,15.99,12.91,19.95,0,,,,,,
andros,234,,B7,m,na,w,26.3,35.5,9:55,3,0,0,7.3,62.68,17.57,9.32,6.18,7.75,7.76,9.68,14.66,12,19.44,1,,47.8,27.3,20,0,0
andros,235,,B10,m,na,w,28.9,23.7,9:56,9,0,740,10,74.69,19.2,10.17,7.86,7.79,8.35,10.47,16.9,13.06,20.46,1,,,,,,
andros,236,,B9,m,na,w,35.5,33.2,10:05,5,3,38,7.4,64.26,17.18,9.75,7.26,7.13,7.2,9.31,14.51,11.2,19.43,1,,,,0,25,0
andros,237,,C5,f,y,w,31,33.5,10:42,5,0,25,6.4,61.94,14.17,8.68,5.88,6.09,6.03,7.8,12.81,10.24,16.72,0,,,,,,
andros,238,,C7,f,y,w,30.4,37.1,10:59,19,0,0,6.3,61,15.58,8.35,6.5,6.2,6.2,8.53,13.04,10,16.56,1,,,,,,
andros,239,,F4,f,y,y,30,31.6,11:04,11,0,40,5.4,58.24,14.04,7.48,5.52,6.72,6.24,7.75,12.75,10.03,15.99,1,,,,,,
andros,240,,F5,f,y,w,34.4,33.3,11:12,24,0,44,8.8,73.49,17.2,9.1,5.96,7.38,7.39,8.91,13.79,10.79,17.27,1,,,,,,
andros,241,,F7,m,na,w,30.9,32.6,8:48,4,0,154,10,72.27,19.6,10.01,7.91,8.13,8.14,10.04,16.62,12.82,20.08,1,,,,,,
andros,242,,D4,f,y,wy,,,8:52,,,,8.7,,,,,,,,,,,,,,,,,
andros,243,,F2,m,na,o,31.8,26.9,9:05,4,0,109,10.6,72.83,19.65,10.09,8.23,8.03,7.62,10.6,16.63,12.73,21.15,1,,,,,,
andros,244,,F6,m,na,w,32.3,28.2,9:15,3,1,161,12.2,76,19.89,11.04,8.82,8.49,7.86,10.38,16.91,13.36,21.41,1,,,,,,
andros,245,,C8,f,y,w,29.4,34,9:31,21,0,41,9.1,72.68,18.52,8.62,6.73,7.11,7.6,10.06,15.48,12.74,18.95,1,,,,,,
andros,246,,S1,m,na,w,33.2,28.8,9:22,6,4,19,6,63.8,17.01,8.88,6.77,7.59,7.61,9.54,12.77,12.27,19.34,1,,,,,,
andros,247,,S2,m,na,w,32.4,34.1,9:29,5,1,34,8.9,69.67,18.83,9.97,7.79,7.45,7.93,7.7,15.66,12,19.98,1,,,,,,
andros,248,,S3,m,na,w,34.3,34.6,9:35,7,0,51,8.2,65.05,18.08,9.5,6.06,7.48,7.7,10.07,15.63,11.39,19.66,0,,,,,,
andros,249,,S4,m,na,w,32.3,24.1,9:40,8,0,114,8.6,72.99,20.26,10.12,7.27,8.28,8.18,10.57,16.22,12.04,20.93,1,,,,,,
andros,250,,S5,f,y,w,35.6,33.3,9:48,9,0,37,5.7,68,17.1,8.43,6.14,7.71,7.5,8.4,13.26,10.36,17.26,1,,,,,,
andros,251,,D5,f,y,w,30.5,27.8,9:43,10,0,72,7,67.43,17.08,8.45,5.96,7.1,6.36,8.75,14.15,11.22,17.72,0,,,,,,
andros,252,,E10,f,n,y,35.6,45.8,12:24,8,31,19,7.4,69.52,16.46,8.34,6.77,7.07,7.06,8.7,13.12,10.78,16.7,1,,,,,,
andros,253,,D6,f,y,o,33.2,36.8,14:11,4,0,0,6.8,72.15,16.28,8.26,6.64,6.58,6.5,7.68,12.83,10.96,16.5,1,,,,,,
andros,254,,D7,f,y,o,31.5,32.9,14:18,10,0,0,6.2,66.84,16.54,8.63,6.3,8.23,6.53,8.29,14.34,10.48,17.13,1,,,,,,
andros,255,,H2,m,na,y,32.5,28.1,15:29,5,0,0,10.7,72.74,19.1,11.1,8.4,7.82,7.83,9.51,16.91,12.19,19.61,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
